200.0 9.016580681431383e-131 2.704974204429414e-130 6.311606477001967e-130 1.3524871022147074e-129 2.7951400112437286e-129 5.680445829301771e-129 1.1451057465417855e-128 0.9999999999999998
201.0 9.016580681431383e-131 2.7049742044294148e-130 6.311606477001968e-130 1.3524871022147075e-129 2.7951400112437286e-129 5.680445829301771e-129 1.1451057465417856e-128 1.0
202.0 9.016580681431385e-131 2.7049742044294156e-130 6.311606477001969e-130 1.3524871022147077e-129 2.795140011243729e-129 5.680445829301772e-129 1.1451057465417857e-128 1.0
203.0 9.016580681431383e-131 2.7049742044294148e-130 6.311606477001968e-130 1.3524871022147074e-129 2.7951400112437286e-129 5.6804458293017717e-129 1.1451057465417856e-128 1.0
204.0 9.016580681431383e-131 2.7049742044294148e-130 6.311606477001968e-130 1.352487102214707e-129 2.7951400112437283e-129 5.680445829301771e-129 1.1451057465417856e-128 1.0
205.0 9.016580681431381e-131 2.7049742044294144e-130 6.311606477001967e-130 1.3524871022147074e-129 2.7951400112437286e-129 5.680445829301771e-129 1.1451057465417856e-128 1.0
206.0 9.016580681431381e-131 2.7049742044294144e-130 6.311606477001968e-130 1.3524871022147074e-129 2.7951400112437286e-129 5.68044582930177e-129 1.1451057465417853e-128 0.9999999999999999
207.0 9.016580681431381e-131 2.7049742044294148e-130 6.311606477001968e-130 1.3524871022147074e-129 2.795140011243728e-129 5.68044582930177e-129 1.1451057465417853e-128 0.9999999999999999
208.0 9.016580681431382e-131 2.7049742044294156e-130 6.3116064770019694e-130 1.3524871022147077e-129 2.7951400112437286e-129 5.680445829301771e-129 1.1451057465417856e-128 1.0
209.0 9.016580681431385e-131 2.7049742044294148e-130 6.311606477001968e-130 1.3524871022147075e-129 2.7951400112437286e-129 5.680445829301771e-129 1.1451057465417855e-128 0.9999999999999998
210.0 9.016580681431382e-131 2.7049742044294148e-130 6.311606477001968e-130 1.3524871022147075e-129 2.7951400112437292e-129 5.6804458293017717e-129 1.1451057465417858e-128 1.0000000000000002
211.0 9.016580681431381e-131 2.704974204429414e-130 6.311606477001967e-130 1.352487102214707e-129 2.7951400112437283e-129 5.680445829301771e-129 1.1451057465417856e-128 0.9999999999999999
212.0 9.016580681431382e-131 2.7049742044294144e-130 6.311606477001968e-130 1.3524871022147075e-129 2.7951400112437286e-129 5.680445829301771e-129 1.1451057465417855e-128 0.9999999999999998
